harris_polarity,trump_polarity,harris_subjectivity,trump_subjectivity,harris_neg,trump_neg,harris_neu,trump_neu,harris_pos,trump_pos,harris_compound,trump_compound
0.0014550264550264613,0.050951411772307276,0.32125220458553794,0.5375411901531304,0.124,0.113,0.692,0.71,0.184,0.177,0.9812,0.9849
0.06868131868131867,0.14623447204968945,0.3935897435897436,0.5212991718426501,0.143,0.105,0.658,0.766,0.199,0.129,0.9073,0.8578
0.020243922743922754,0.08512759170653907,0.38651122686836964,0.4702187286397812,0.16,0.202,0.648,0.632,0.192,0.165,0.8915,-0.9959
0.019727891156462587,-0.05748341625207297,0.3920493197278911,0.5467839374555791,0.211,0.17,0.656,0.716,0.133,0.114,-0.966,-0.9898
0.07679796618475862,-0.046922566680631196,0.44331352609654484,0.5053457966764419,0.128,0.245,0.642,0.589,0.231,0.166,0.9978,-0.9989
0.08439153439153439,0.14269626769626767,0.39781746031746024,0.47490347490347495,0.093,0.124,0.65,0.676,0.257,0.2,0.9924,0.9603
0.1966507177033493,-0.10166666666666668,0.414274322169059,0.61,0.079,0.055,0.645,0.785,0.276,0.16,0.9775,0.9105
0.03362337662337662,0.07763975155279501,0.37241125541125547,0.4275879917184265,0.045,0.185,0.677,0.62,0.278,0.196,0.9882,-0.3506
